#queryIndex	queryItem	stringId	preferredName	annotation
1000	ARF4	9606.ENSP00000306010	ARF4	ADP-ribosylation factor 4; GTP-binding protein that functions as an allosteric activator of the cholera toxin catalytic subunit, an ADP- ribosyltransferase. Involved in protein trafficking; may modulate vesicle budding and uncoating within the Golgi apparatus; ARF GTPase family
1001	PALM	9606.ENSP00000341911	PALM	Paralemmin-1; Involved in plasma membrane dynamics and cell process formation. Isoform 1 and isoform 2 are necessary for axonal and dendritic filopodia induction, for dendritic spine maturation and synapse formation in a palmitoylation-dependent manner
1002	GRM6	9606.ENSP00000231188	GRM6	Metabotropic glutamate receptor 6; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity (By similarity). Signaling stimulates TRPM1 channel activity and Ca(2+) uptake. Required for normal vision; Glutamate metabotropic receptors
1003	CADM1	9606.ENSP00000329797	CADM1	Cell adhesion molecule 1; Mediates homophilic cell-cell adhesion in a Ca(2+)- independent manner. Also mediates heterophilic cell-cell adhesion with CADM3 and NECTIN3 in a Ca(2+)-independent manner. Acts as a tumor suppressor in non-small-cell lung cancer (NSCLC) cells. Interaction with CRTAM promotes natural killer (NK) cell cytotoxicity and interferon-gamma (IFN-gamma) secretion by CD8+ cells in vitro as well as NK cell-mediated rejection of tumors expressing CADM3 in vivo. May contribute to the less invasive phenotypes of lepidic growth tumor cells. In mast cells, may mediate attach [...] 
1004	RIMS1	9606.ENSP00000428417	RIMS1	Regulating synaptic membrane exocytosis protein 1; Rab effector involved in exocytosis (By similarity). May act as scaffold protein that regulates neurotransmitter release at the active zone. Essential for maintaining normal probability of neurotransmitter release and for regulating release during short- term synaptic plasticity (By similarity). Plays a role in dendrite formation by melanocytes; PDZ domain containing
1005	LAMA2	9606.ENSP00000400365	LAMA2	Laminin subunit alpha-2; Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components
1006	IGF2BP1	9606.ENSP00000290341	IGF2BP1	Insulin-like growth factor 2 mRNA-binding protein 1; RNA-binding factor that recruits target transcripts to cytoplasmic protein-RNA complexes (mRNPs). This transcript 'caging' into mRNPs allows mRNA transport and transient storage. It also modulates the rate and location at which target transcripts encounter the translational apparatus and shields them from endonuclease attacks or microRNA-mediated degradation. Plays a direct role in the transport and translation of transcripts required for axonal regeneration in adult sensory neurons (By similarity). Regulates localized beta-actin/ACT [...] 
1007	P2RX2	9606.ENSP00000343339	P2RX2	P2X purinoceptor 2; Ion channel gated by extracellular ATP involved in a variety of cellular responses, such as excitatory postsynaptic responses in sensory neurons, neuromuscular junctions (NMJ) formation, hearing, perception of taste and peristalsis. In the inner ear, regulates sound transduction and auditory neurotransmission, outer hair cell electromotility, inner ear gap junctions, and K(+) recycling. Mediates synaptic transmission between neurons and from neurons to smooth muscle; Deafness associated genes
1008	PPP3CA	9606.ENSP00000378323	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform; Calcium-dependent, calmodulin-stimulated protein phosphatase. Many of the substrates contain a PxIxIT motif. This subunit may have a role in the calmodulin activation of calcineurin. Dephosphorylates DNM1L, HSPB1 and SSH1; Belongs to the PPP phosphatase family. PP-2B subfamily
1009	GOPC	9606.ENSP00000357484	GOPC	Golgi-associated PDZ and coiled-coil motif-containing protein; Plays a role in intracellular protein trafficking and degradation. May regulate CFTR chloride currents and acid-induced ASIC3 currents by modulating cell surface expression of both channels. May also regulate the intracellular trafficking of the ADR1B receptor. May play a role in autophagy. Overexpression results in CFTR intracellular retention and degradation in the lysosomes; PDZ domain containing
1010	CAV3	9606.ENSP00000341940	CAV3	Caveolin-3; May act as a scaffolding protein within caveolar membranes. Interacts directly with G-protein alpha subunits and can functionally regulate their activity. May also regulate voltage-gated potassium channels. Plays a role in the sarcolemma repair mechanism of both skeletal muscle and cardiomyocytes that permits rapid resealing of membranes disrupted by mechanical stress (By similarity). Mediates the recruitment of CAVIN2 and CAVIN3 proteins to the caveolae
1011	CADPS	9606.ENSP00000373215	CADPS	Calcium-dependent secretion activator 1; Calcium-binding protein involved in exocytosis of vesicles filled with neurotransmitters and neuropeptides. Probably acts upstream of fusion in the biogenesis or maintenance of mature secretory vesicles. Regulates catecholamine loading of DCVs. May specifically mediate the Ca(2+)-dependent exocytosis of large dense-core vesicles (DCVs) and other dense-core vesicles by acting as a PtdIns(4,5)P2-binding protein that acts at prefusion step following ATP-dependent priming and participates in DCVs-membrane fusion. However, it may also participate in  [...] 
1012	STON2	9606.ENSP00000450857	STON2	Stonin-2; Adapter protein involved in endocytic machinery. Involved in the synaptic vesicle recycling. May facilitate clathrin-coated vesicle uncoating; Belongs to the Stoned B family
1013	FLOT1	9606.ENSP00000365569	FLOT1	Flotillin-1; May act as a scaffolding protein within caveolar membranes, functionally participating in formation of caveolae or caveolae-like vesicles; Flotillins
1014	CHRND	9606.ENSP00000258385	CHRND	Acetylcholine receptor subunit delta; After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane; Belongs to the ligand-gated ion channel (TC 1.A.9) family. Acetylcholine receptor (TC 1.A.9.1) subfamily. Delta/CHRND sub-subfamily
1015	SYNGR2	9606.ENSP00000225777	SYNGR2	Synaptogyrin-2; May play a role in regulated exocytosis. In neuronal cells, modulates the localization of synaptophysin/SYP into synaptic-like microvesicles and may therefore play a role in the formation and/or the maturation of this vesicles. May also play a role in GLUT4 storage and transport to the plasma membrane; Belongs to the synaptogyrin family
1016	RAB8A	9606.ENSP00000300935	RAB8A	Ras-related protein Rab-8A; The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different sets of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. That Rab is involved in polarized vesicular trafficking and neurotransmitter release. Together with RAB11A, RAB3IP, the exocyst complex, PARD3, PRKCI, ANXA2, CDC42 and DNMBP promotes t [...] 
1017	GRIA1	9606.ENSP00000428994	GRIA1	Glutamate receptor 1; Ionotropic glutamate receptor. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L- glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. In the presence of CACNG4 or CACNG7 or CACNG8, shows resensitization which is characterized by a delayed accumulat [...] 
1018	ADGRB3	9606.ENSP00000359630	BAI3	Adhesion G protein-coupled receptor B3; Receptor that plays a role in the regulation of synaptogenesis and dendritic spine formation at least partly via interaction with ELMO1 and RAC1 activity (By similarity). Promotes myoblast fusion through ELMO/DOCK1; Belongs to the G-protein coupled receptor 2 family. Adhesion G-protein coupled receptor (ADGR) subfamily
1019	EIF4A3	9606.ENSP00000269349	EIF4A3	Eukaryotic initiation factor 4A-III; ATP-dependent RNA helicase. Core component of the splicing-dependent multiprotein exon junction complex (EJC) deposited at splice junctions on mRNAs. The EJC is a dynamic structure consisting of core proteins and several peripheral nuclear and cytoplasmic associated factors that join the complex only transiently either during EJC assembly or during subsequent mRNA metabolism. The EJC marks the position of the exon-exon junction in the mature mRNA for the gene expression machinery and the core components remain bound to spliced mRNAs throughout all s [...] 
1020	SLC4A7	9606.ENSP00000295736	SLC4A7	Sodium bicarbonate cotransporter 3; Electroneutral sodium- and bicarbonate-dependent cotransporter with a Na(+):HCO3(-) 1:1 stoichiometry. Regulates intracellular pH and may play a role in bicarbonate salvage in secretory epithelia. May also have an associated sodium channel activity; Solute carriers
1021	NRN1	9606.ENSP00000480483	NRN1	Neuritin; Promotes neurite outgrowth and especially branching of neuritic processes in primary hippocampal and cortical cells
1022	PLAT	9606.ENSP00000220809	PLAT	Tissue-type plasminogen activator; Converts the abundant, but inactive, zymogen plasminogen to plasmin by hydrolyzing a single Arg-Val bond in plasminogen. By controlling plasmin-mediated proteolysis, it plays an important role in tissue remodeling and degradation, in cell migration and many other physiopathological events. Plays a direct role in facilitating neuronal migration
1023	FGFR2	9606.ENSP00000410294	FGFR2	Fibroblast growth factor receptor 2; Tyrosine-protein kinase that acts as cell-surface receptor for fibroblast growth factors and plays an essential role in the regulation of cell proliferation, differentiation, migration and apoptosis, and in the regulation of embryonic development. Required for normal embryonic patterning, trophoblast function, limb bud development, lung morphogenesis, osteogenesis and skin development. Plays an essential role in the regulation of osteoblast differentiation, proliferation and apoptosis, and is required for normal skeleton development. Promotes cell p [...] 
1024	KCNJ3	9606.ENSP00000295101	KCNJ3	G protein-activated inward rectifier potassium channel 1; This potassium channel is controlled by G proteins. Inward rectifier potassium channels are characterized by a greater tendency to allow potassium to flow into the cell rather than out of it. Their voltage dependence is regulated by the concentration of extracellular potassium; as external potassium is raised, the voltage range of the channel opening shifts to more positive voltages. The inward rectification is mainly due to the blockage of outward current by internal magnesium. This receptor plays a crucial role in regulating t [...] 
1025	RNF216	9606.ENSP00000374552	RNF216	E3 ubiquitin-protein ligase RNF216; Isoform 1 acts as an E3 ubiquitin ligase, which accepts ubiquitin from specific E2 ubiquitin-conjugating enzymes, and then transfers it to substrates promoting their degradation by the proteasome. Promotes degradation of TRAF3, TLR4 and TLR9. Contributes to the regulation of antiviral responses. Down- regulates activation of NF-kappa-B, IRF3 activation and IFNB production. Isoform 3 inhibits TNF and IL-1 mediated activation of NF-kappa-B. Promotes TNF and RIP mediated apoptosis
1026	SNCA	9606.ENSP00000338345	SNCA	Alpha-synuclein; May be involved in the regulation of dopamine release and transport. Induces fibrillization of microtubule-associated protein tau. Reduces neuronal responsiveness to various apoptotic stimuli, leading to a decreased caspase-3 activation; Parkinson disease associated genes
1027	OLFM1	9606.ENSP00000360858	OLFM1	Noelin; Contributes to the regulation of axonal growth in the embryonic and adult central nervous system by inhibiting interactions between RTN4R and LINGO1. Inhibits RTN4R-mediated axon growth cone collapse (By similarity). May play an important role in regulating the production of neural crest cells by the neural tube (By similarity). May be required for normal responses to olfactory stimuli (By similarity)
1028	GRM2	9606.ENSP00000378492	GRM2	Metabotropic glutamate receptor 2; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity. May mediate suppression of neurotransmission or may be involved in synaptogenesis or synaptic stabilization; Glutamate metabotropic receptors
1029	PLEKHG5	9606.ENSP00000439625	PLEKHG5	Pleckstrin homology domain-containing family G member 5; Guanine nucleotide exchange factor that activates RHOA and maybe the NF-kappa-B signaling pathway. Involved in the control of neuronal cell differentiation. Plays a role in angiogenesis through regulation of endothelial cells chemotaxis; Pleckstrin homology domain containing
1030	CACNG2	9606.ENSP00000300105	CACNG2	Voltage-dependent calcium channel gamma-2 subunit; Regulates the trafficking and gating properties of AMPA- selective glutamate receptors (AMPARs). Promotes their targeting to the cell membrane and synapses and modulates their gating properties by slowing their rates of activation, deactivation and desensitization. Does not show subunit-specific AMPA receptor regulation and regulates all AMPAR subunits. Thought to stabilize the calcium channel in an inactivated (closed) state; Belongs to the PMP-22/EMP/MP20 family. CACNG subfamily
1031	PPP1CA	9606.ENSP00000326031	PPP1CA	Serine/threonine-protein phosphatase PP1-alpha catalytic subunit; Protein phosphatase that associates with over 200 regulatory proteins to form highly specific holoenzymes which dephosphorylate hundreds of biological targets. Protein phosphatase 1 (PP1) is essential for cell division, and participates in the regulation of glycogen metabolism, muscle contractility and protein synthesis. Involved in regulation of ionic conductances and long-term synaptic plasticity. May play an important role in dephosphorylating substrates such as the postsynaptic density-associated Ca(2+)/calmodulin de [...] 
1032	CLSTN3	9606.ENSP00000266546	CLSTN3	Calsyntenin-3; May modulate calcium-mediated postsynaptic signals. Complex formation with APBA2 and APP, stabilizes APP metabolism and enhances APBA2-mediated suppression of beta-APP40 secretion, due to the retardation of intracellular APP maturation; Cadherin related
1033	MAPK8IP2	9606.ENSP00000330572	MAPK8IP2	C-Jun-amino-terminal kinase-interacting protein 2; The JNK-interacting protein (JIP) group of scaffold proteins selectively mediates JNK signaling by aggregating specific components of the MAPK cascade to form a functional JNK signaling module. JIP2 inhibits IL1 beta-induced apoptosis in insulin-secreting cells. May function as a regulator of vesicle transport, through interactions with the JNK-signaling components and motor proteins (By similarity)
1034	STRN4	9606.ENSP00000375777	STRN4	Striatin-4; Binds calmodulin in a calcium dependent manner. May function as scaffolding or signaling protein; Belongs to the WD repeat striatin family
1035	PRKAR1B	9606.ENSP00000385749	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit; Regulatory subunit of the cAMP-dependent protein kinases involved in cAMP signaling in cells
1036	GHRL	9606.ENSP00000335074	GHRL	Appetite-regulating hormone; Ghrelin is the ligand for growth hormone secretagogue receptor type 1 (GHSR). Induces the release of growth hormone from the pituitary. Has an appetite-stimulating effect, induces adiposity and stimulates gastric acid secretion. Involved in growth regulation; Endogenous ligands
1037	ARR3	9606.ENSP00000311538	ARR3	Arrestin-C; May play a role in an as yet undefined retina-specific signal transduction. Could binds to photoactivated-phosphorylated red/green opsins; Classical arrestins
1038	PRRT1	9606.ENSP00000211413	PRRT1	Interferon induced transmembrane protein domain containing; Belongs to the CD225/Dispanin family
1039	UTRN	9606.ENSP00000356515	UTRN	Utrophin; May play a role in anchoring the cytoskeleton to the plasma membrane; Zinc fingers ZZ-type
1040	GNB5	9606.ENSP00000261837	GNB5	Guanine nucleotide-binding protein subunit beta-5; Enhances GTPase-activating protein (GAP) activity of regulator of G protein signaling (RGS) proteins, hence involved in the termination of the signaling initiated by the G protein coupled receptors (GPCRs) by accelerating the GTP hydrolysis on the G-alpha subunits, thereby promoting their inactivation (Probable). Increases RGS9 GTPase-activating protein (GAP) activity, hence contributes to the deactivation of G protein signaling initiated by D(2) dopamine receptors. May play an important role in neuronal signaling, including in the par [...] 
1041	RPS7	9606.ENSP00000339095	RPS7	40S ribosomal protein S7; Required for rRNA maturation; Belongs to the eukaryotic ribosomal protein eS7 family
1042	CORO1C	9606.ENSP00000394496	CORO1C	Coronin-1C; May be involved in cytokinesis, motility, and signal transduction; Belongs to the WD repeat coronin family
1043	LAMP1	9606.ENSP00000333298	LAMP1	Lysosome-associated membrane glycoprotein 1; Presents carbohydrate ligands to selectins. Also implicated in tumor cell metastasis; CD molecules
1044	VTI1B	9606.ENSP00000450731	VTI1B	Vesicle transport through interaction with t-SNAREs homolog 1B; V-SNARE that mediates vesicle transport pathways through interactions with t-SNAREs on the target membrane. These interactions are proposed to mediate aspects of the specificity of vesicle trafficking and to promote fusion of the lipid bilayers. May be concerned with increased secretion of cytokines associated with cellular senescence; Belongs to the VTI1 family
1045	DES	9606.ENSP00000363071	DES	Desmin; Muscle-specific type III intermediate filament essential for proper muscular structure and function. Plays a crucial role in maintaining the structure of sarcomeres, inter-connecting the Z-disks and forming the myofibrils, linking them not only to the sarcolemmal cytoskeleton, but also to the nucleus and mitochondria, thus providing strength for the muscle fiber during activity. In adult striated muscle they form a fibrous network connecting myofibrils to each other and to the plasma membrane from the periphery of the Z-line structures. May act as a sarcomeric microtubule-ancho [...] 
1046	CTBP2	9606.ENSP00000311825	CTBP2	C-terminal-binding protein 2; Corepressor targeting diverse transcription regulators. Functions in brown adipose tissue (BAT) differentiation (By similarity)
1047	GABRA6	9606.ENSP00000274545	GABRA6	Gamma-aminobutyric acid receptor subunit alpha-6; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Gamma-aminobutyric acid type A receptor subunits
1048	VDAC2	9606.ENSP00000361635	VDAC2	Voltage-dependent anion-selective channel protein 2; Forms a channel through the mitochondrial outer membrane that allows diffusion of small hydrophilic molecules. The channel adopts an open conformation at low or zero membrane potential and a closed conformation at potentials above 30-40 mV. The open state has a weak anion selectivity whereas the closed state is cation- selective; Belongs to the eukaryotic mitochondrial porin family
1049	PJA2	9606.ENSP00000354775	PJA2	E3 ubiquitin-protein ligase Praja-2; Has E2-dependent E3 ubiquitin-protein ligase activity. Responsible for ubiquitination of cAMP-dependent protein kinase type I and type II-alpha/beta regulatory subunits and for targeting them for proteasomal degradation. Essential for PKA- mediated long-term memory processes; Ring finger proteins
1050	GABRA4	9606.ENSP00000264318	GABRA4	Gamma-aminobutyric acid receptor subunit alpha-4; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Belongs to the ligand-gated ion channel (TC 1.A.9) family. Gamma-aminobutyric acid receptor (TC 1.A.9.5) subfamily. GABRA4 sub-subfamily
1051	GABRQ	9606.ENSP00000469332	GABRQ	Gamma-aminobutyric acid receptor subunit theta; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Gamma-aminobutyric acid type A receptor subunits
1052	PSD3	9606.ENSP00000324127	PSD3	PH and SEC7 domain-containing protein 3; Guanine nucleotide exchange factor for ARF6; Pleckstrin homology domain containing
1053	GPC6	9606.ENSP00000366246	GPC6	Glypican-6; Cell surface proteoglycan that bears heparan sulfate. Putative cell surface coreceptor for growth factors, extracellular matrix proteins, proteases and anti-proteases (By similarity). Enhances migration and invasion of cancer cells through WNT5A signaling; Belongs to the glypican family
1054	CHRM3	9606.ENSP00000255380	CHRM3	Muscarinic acetylcholine receptor M3; The muscarinic acetylcholine receptor mediates various cellular responses, including inhibition of adenylate cyclase, breakdown of phosphoinositides and modulation of potassium channels through the action of G proteins. Primary transducing effect is Pi turnover; Cholinergic receptors muscarinic
1055	RPS25	9606.ENSP00000435096	RPS25	Ribosomal protein S25
1056	CNIH3	9606.ENSP00000272133	CNIH3	Protein cornichon homolog 3; Regulates the trafficking and gating properties of AMPA- selective glutamate receptors (AMPARs). Promotes their targeting to the cell membrane and synapses and modulates their gating properties by regulating their rates of activation, deactivation and desensitization; Belongs to the cornichon family
1057	PICK1	9606.ENSP00000385205	PICK1	PRKCA-binding protein; Probable adapter protein that bind to and organize the subcellular localization of a variety of membrane proteins containing some PDZ recognition sequence. Involved in the clustering of various receptors, possibly by acting at the receptor internalization level. Plays a role in synaptic plasticity by regulating the trafficking and internalization of AMPA receptors. May be regulated upon PRKCA activation. May regulate ASIC1/ASIC3 channel. Regulates actin polymerization by inhibiting the actin-nucleating activity of the Arp2/3 complex; the function is competetive w [...] 
1058	GABRA3	9606.ENSP00000359337	GABRA3	Gamma-aminobutyric acid receptor subunit alpha-3; GABA, the major inhibitory neurotransmitter in the vertebrate brain, mediates neuronal inhibition by binding to the GABA/benzodiazepine receptor and opening an integral chloride channel; Gamma-aminobutyric acid type A receptor subunits
1059	SEMA3F	9606.ENSP00000002829	SEMA3F	Semaphorin-3F; May play a role in cell motility and cell adhesion; Immunoglobulin like domain containing
1060	ATP2B1	9606.ENSP00000392043	ATP2B1	Plasma membrane calcium-transporting ATPase 1; This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium out of the cell; ATPases Ca2+ transporting
1061	DOC2A	9606.ENSP00000340017	DOC2A	Double C2-like domain-containing protein alpha; Calcium sensor which most probably regulates fusion of vesicles with membranes. Binds calcium and phospholipids. May be involved in calcium dependent neurotransmitter release through the interaction with UNC13A. May be involved in calcium-dependent spontaneous release of neurotransmitter in absence of action potentials in neuronal cells. Regulates Ca(2+)-dependent secretory lysosome exocytosis in mast cells; Synaptotagmin like tandem C2 proteins
1062	TLN2	9606.ENSP00000453508	TLN2	Talin-2; As a major component of focal adhesion plaques that links integrin to the actin cytoskeleton, may play an important role in cell adhesion. Recruits PIP5K1C to focal adhesion plaques and strongly activates its kinase activity (By similarity); FERM domain containing
1063	ASIC2	9606.ENSP00000225823	ASIC2	Acid sensing ion channel subunit 2
1064	RAB3A	9606.ENSP00000222256	RAB3A	Ras-related protein Rab-3A; Involved in exocytosis by regulating a late step in synaptic vesicle fusion. Could play a role in neurotransmitter release by regulating membrane flow in the nerve terminal; RAB, member RAS oncogene GTPases
1065	PARK7	9606.ENSP00000418770	PARK7	Protein/nucleic acid deglycase DJ-1; Protein and nucleotide deglycase that catalyzes the deglycation of the Maillard adducts formed between amino groups of proteins or nucleotides and reactive carbonyl groups of glyoxals. Thus, functions as a protein deglycase that repairs methylglyoxal- and glyoxal-glycated proteins, and releases repaired proteins and lactate or glycolate, respectively. Deglycates cysteine, arginine and lysine residues in proteins, and thus reactivates these proteins by reversing glycation by glyoxals. Acts on early glycation intermediates (hemithioacetals and aminoca [...] 
1066	ADORA1	9606.ENSP00000356205	ADORA1	Adenosine receptor A1; Receptor for adenosine. The activity of this receptor is mediated by G proteins which inhibit adenylyl cyclase; Belongs to the G-protein coupled receptor 1 family
1067	PURA	9606.ENSP00000332706	PURA	Transcriptional activator protein Pur-alpha; This is a probable transcription activator that specifically binds the purine-rich single strand of the PUR element located upstream of the MYC gene. May play a role in the initiation of DNA replication and in recombination
1068	ADGRL3	9606.ENSP00000422533	LPHN3	Adhesion G protein-coupled receptor L3; Plays a role in cell-cell adhesion and neuron guidance via its interactions with FLRT2 and FLRT3 that are expressed at the surface of adjacent cells. Plays a role in the development of glutamatergic synapses in the cortex. Important in determining the connectivity rates between the principal neurons in the cortex; Belongs to the G-protein coupled receptor 2 family. LN-TM7 subfamily
1069	RGS12	9606.ENSP00000339381	RGS12	Regulator of G-protein signaling 12; Regulates G protein-coupled receptor signaling cascades. Inhibits signal transduction by increasing the GTPase activity of G protein alpha subunits, thereby driving them into their inactive GDP-bound form; PDZ domain containing
1070	MUSK	9606.ENSP00000363571	MUSK	Muscle, skeletal receptor tyrosine-protein kinase; Receptor tyrosine kinase which plays a central role in the formation and the maintenance of the neuromuscular junction (NMJ), the synapse between the motor neuron and the skeletal muscle. Recruitment of AGRIN by LRP4 to the MUSK signaling complex induces phosphorylation and activation of MUSK, the kinase of the complex. The activation of MUSK in myotubes regulates the formation of NMJs through the regulation of different processes including the specific expression of genes in subsynaptic nuclei, the reorganization of the actin cytoskel [...] 
1071	HNRNPR	9606.ENSP00000363745	HNRNPR	Heterogeneous nuclear ribonucleoprotein R; Component of ribonucleosomes, which are complexes of at least 20 other different heterogenious nuclear ribonucleoproteins (hnRNP). hnRNP play an important role in processing of precursor mRNA in the nucleus; RNA binding motif containing
1072	FXR1	9606.ENSP00000350170	FXR1	Fragile X mental retardation syndrome-related protein 1; RNA-binding protein required for embryonic and postnatal development of muscle tissue. May regulate intracellular transport and local translation of certain mRNAs (By similarity); Belongs to the FMR1 family
1073	LHFPL4	9606.ENSP00000287585	LHFPL4	LHFPL tetraspan subfamily member 4
1074	C4B_2	9606.ENSP00000415941	C4B	Complement C4-B; Non-enzymatic component of the C3 and C5 convertases and thus essential for the propagation of the classical complement pathway. Covalently binds to immunoglobulins and immune complexes and enhances the solubilization of immune aggregates and the clearance of IC through CR1 on erythrocytes. C4A isotype is responsible for effective binding to form amide bonds with immune aggregates or protein antigens, while C4B isotype catalyzes the transacylation of the thioester carbonyl group to form ester bonds with carbohydrate antigens
1075	EPS8	9606.ENSP00000281172	EPS8	Epidermal growth factor receptor kinase substrate 8; Signaling adapter that controls various cellular protrusions by regulating actin cytoskeleton dynamics and architecture. Depending on its association with other signal transducers, can regulate different processes. Together with SOS1 and ABI1, forms a trimeric complex that participates in transduction of signals from Ras to Rac by activating the Rac- specific guanine nucleotide exchange factor (GEF) activity. Acts as a direct regulator of actin dynamics by binding actin filaments and has both barbed-end actin filament capping and act [...] 
1076	ACAN	9606.ENSP00000387356	ACAN	Aggrecan core protein; This proteoglycan is a major component of extracellular matrix of cartilagenous tissues. A major function of this protein is to resist compression in cartilage. It binds avidly to hyaluronic acid via an N-terminal globular region; C-type lectin domain containing
1077	SPART	9606.ENSP00000414147	SPG20	Spartin; May be implicated in endosomal trafficking, or microtubule dynamics, or both. Participates in cytokinesis
1078	RAB26	9606.ENSP00000210187	RAB26	Ras-related protein Rab-26; The small GTPases Rab are key regulators of intracellular membrane trafficking, from the formation of transport vesicles to their fusion with membranes. Rabs cycle between an inactive GDP-bound form and an active GTP-bound form that is able to recruit to membranes different set of downstream effectors directly responsible for vesicle formation, movement, tethering and fusion. Mediates transport of ADRA2A and ADRA2B from the Golgi to the cell membrane. Plays a role in the maturation of zymogenic granules and in pepsinogen secretion in the stomach. Plays a rol [...] 
1079	NRGN	9606.ENSP00000284292	NRGN	Neurogranin; Acts as a "third messenger" substrate of protein kinase C-mediated molecular cascades during synaptic development and remodeling. Binds to calmodulin in the absence of calcium (By similarity); Belongs to the neurogranin family
1080	GRM4	9606.ENSP00000440556	GRM4	Metabotropic glutamate receptor 4; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors. Signaling inhibits adenylate cyclase activity; Glutamate metabotropic receptors
1081	HCRT	9606.ENSP00000293330	HCRT	Orexin; Neuropeptides that play a significant role in the regulation of food intake and sleep-wakefulness, possibly by coordinating the complex behavioral and physiologic responses of these complementary homeostatic functions. A broader role in the homeostatic regulation of energy metabolism, autonomic function, hormonal balance and the regulation of body fluids, is also suggested. Orexin-A binds to both OX1R and OX2R with a high affinity, whereas orexin-B binds only to OX2R with a similar high affinity; Endogenous ligands
1082	APC2	9606.ENSP00000442954	APC2	Adenomatous polyposis coli protein 2; Stabilizes microtubules and may regulate actin fiber dynamics through the activation of Rho family GTPases. May also function in Wnt signaling by promoting the rapid degradation of CTNNB1; Belongs to the adenomatous polyposis coli (APC) family
1083	SYNPO	9606.ENSP00000377789	SYNPO	Synaptopodin; Actin-associated protein that may play a role in modulating actin-based shape and motility of dendritic spines and renal podocyte foot processes. Seems to be essential for the formation of spine apparatuses in spines of telencephalic neurons, which is involved in synaptic plasticity (By similarity); Belongs to the synaptopodin family
1084	ACTBL2	9606.ENSP00000416706	ACTBL2	Beta-actin-like protein 2; Actins are highly conserved proteins that are involved in various types of cell motility and are ubiquitously expressed in all eukaryotic cells
1085	STXBP3	9606.ENSP00000359025	STXBP3	Syntaxin-binding protein 3; Together with STX4 and VAMP2, may play a role in insulin-dependent movement of GLUT4 and in docking/fusion of intracellular GLUT4-containing vesicles with the cell surface in adipocytes
1086	MAPK10	9606.ENSP00000352157	MAPK10	Mitogen-activated protein kinase 10; Serine/threonine-protein kinase involved in various processes such as neuronal proliferation, differentiation, migration and programmed cell death. Extracellular stimuli such as proinflammatory cytokines or physical stress stimulate the stress- activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. In this cascade, two dual specificity kinases MAP2K4/MKK4 and MAP2K7/MKK7 phosphorylate and activate MAPK10/JNK3. In turn, MAPK10/JNK3 phosphorylates a number of transcription factors, primarily components of AP-1 such as JUN and AT [...] 
1087	DAB1	9606.ENSP00000360280	DAB1	Disabled homolog 1; Adapter molecule functioning in neural development. May regulate SIAH1 activity
1088	GLRB	9606.ENSP00000264428	GLRB	Glycine receptor subunit beta; Glycine receptors are ligand-gated chloride channels. GLRB does not form ligand-gated ion channels by itself, but is part of heteromeric ligand-gated chloride channels. Channel opening is triggered by extracellular glycine. Heteropentameric channels composed of GLRB and GLRA1 are activated by lower glycine levels than homopentameric GLRA1. Plays an important role in the down-regulation of neuronal excitability. Contributes to the generation of inhibitory postsynaptic currents
